src_ip,dst_ip,protocol,src_port,dst_port,packet_size,timestamp,inter_arrival_time,avg_packet_size,packet_size_variance,jitter,packets_per_second,bytes_per_second,concurrent_connections,failed_connections,retransmission_rate,src_port_entropy,dst_port_entropy,protocol_entropy,packet_size_entropy,slice_type,5qi,priority_level,max_delay_budget,gNB_id,amf_id,upf_id,nssai,tac,ran_ue_id,pdu_session_id,attack_type,is_malicious,attack_category,packet_size_ratio,connection_success_rate,traffic_intensity
192.168.228.68,10.5.108.165,6,23384,80,1010.5722208237074,1768285105.2719445,0.0007629098034289193,1010.5722208237074,71.95544193857589,5.160284152099021e-05,1310.7709397696453,1324628.6995941885,51,13,0.0802929656530902,15.999977986052736,9.99859042974533,1.0,6.019021273387948,IndustrialIoT,7,12,100,gNB_040,AMF_03,UPF_01,SST7-SD191,40253,3934667,5,HTTP_Flood_5G,1,application_layer,1.0,0.7450980392156863,1.3246286995941885
192.168.245.35,10.5.60.25,6,62041,80,1189.5338005644437,1768220579.2719634,0.0004381405212339628,1189.5338005644437,76.8140740953819,5.016834459068752e-05,2282.3727811881836,2714959.5687116194,49,20,0.13786175216592428,15.999977986052736,9.99859042974533,1.0,5.783797434912273,V2X,2,5,20,gNB_039,AMF_08,UPF_05,SST2-SD273,3917,4473685,9,HTTP_Flood_5G,1,application_layer,1.0,0.5918367346938775,2.7149595687116195
192.168.20.27,10.5.188.228,6,52207,8080,904.0858760888634,1768202777.2719822,0.00041810967970071396,904.0858760888634,33.42006418529982,5.558504729824604e-05,2391.7169311071857,2162317.497016608,48,22,0.10316293073406221,15.999977986052736,9.99859042974533,1.0,6.179661980359609,URLLC,3,1,10,gNB_033,AMF_03,UPF_05,SST3-SD729,33115,4220716,10,HTTP_Flood_5G,1,application_layer,1.0,0.5416666666666667,2.1623174970166077
192.168.222.144,10.5.31.186,6,65056,443,839.7721282426332,1768284761.2720008,0.0004671023168172481,839.7721282426332,115.89754245255381,0.00022589570777703348,2140.8585742280657,1797833.361145992,51,18,0.07810813126691041,15.999977986052736,9.99859042974533,1.0,6.286123889878613,mMTC,9,15,1000,gNB_040,AMF_06,UPF_03,SST9-SD601,64505,8143932,2,HTTP_Flood_5G,1,application_layer,1.0,0.6470588235294117,1.797833361145992
192.168.167.175,10.5.138.223,6,35155,80,921.1171269163525,1768257493.2720191,0.00025919600375711555,921.1171269163525,131.67979346696342,5.8013093343269876e-05,3858.0841737709375,3553747.4095453355,43,24,0.12991995915965643,15.999977986052736,9.99859042974533,1.0,6.152737178856637,IndustrialIoT,7,12,100,gNB_003,AMF_04,UPF_01,SST7-SD417,47671,1516801,1,HTTP_Flood_5G,1,application_layer,1.0,0.4418604651162791,3.5537474095453354
192.168.123.107,10.5.0.235,6,33372,443,845.6760300040323,1768249326.2720377,0.0002504715998756565,845.6760300040323,92.04599377705513,1.9015622176720094e-05,3992.4686092013526,3376335.00334512,51,18,0.09872498113707111,15.999977986052736,9.99859042974533,1.0,6.276016709080942,eMBB,6,10,300,gNB_045,AMF_04,UPF_01,SST6-SD939,56963,5600437,4,HTTP_Flood_5G,1,application_layer,1.0,0.6470588235294117,3.3763350033451203
192.168.170.159,10.5.66.148,6,50738,8080,885.5352516254858,1768213187.272057,0.00021276057806570033,885.5352516254858,11.032462596047283,5.940159585338935e-05,4700.118833533159,4162120.9139224705,61,19,0.05838448287911753,15.999977986052736,9.99859042974533,1.0,6.209572056965433,URLLC,3,1,10,gNB_012,AMF_02,UPF_01,SST3-SD222,59640,6771909,5,HTTP_Flood_5G,1,application_layer,1.0,0.6885245901639344,4.162120913922471
192.168.34.61,10.5.194.75,6,33143,8080,808.5767078501854,1768211058.272076,0.0003216491289737713,808.5767078501854,18.729314971770002,7.042107620821863e-05,3108.9777957444567,2513847.030862379,41,13,0.14053172462084962,15.999977986052736,9.99859042974533,1.0,6.34073715085913,V2X,2,5,20,gNB_039,AMF_02,UPF_05,SST2-SD488,55211,1791753,10,HTTP_Flood_5G,1,application_layer,1.0,0.6829268292682926,2.513847030862379
192.168.154.139,10.5.104.202,6,2666,8080,1183.5565033334815,1768254595.2721162,0.0004233266969516052,1183.5565033334815,80.69802161803453,2.5450593297762923e-06,2362.2417560740805,2795846.5928473817,36,16,0.12251102578849908,15.999977986052736,9.99859042974533,1.0,5.791065118990997,V2X,2,5,20,gNB_021,AMF_10,UPF_02,SST2-SD118,59558,7184379,10,HTTP_Flood_5G,1,application_layer,1.0,0.5555555555555556,2.795846592847382
192.168.110.254,10.5.213.5,6,26255,443,1182.6937953107376,1768284236.272145,0.0003469635135285872,1182.6937953107376,117.0144180104558,8.905989006674694e-05,2882.1474334003924,3408697.8866534117,55,16,0.07404827504393544,15.999977986052736,9.99859042974533,1.0,5.7921170995376094,eMBB,6,10,300,gNB_005,AMF_07,UPF_05,SST6-SD113,7040,2377921,6,HTTP_Flood_5G,1,application_layer,1.0,0.7090909090909091,3.4086978866534117
192.168.136.230,10.5.252.54,6,4878,80,1097.4144306318183,1768218967.2721667,0.0007029315918833785,1097.4144306318183,244.93485809469456,1.1260477090821814e-05,1422.6135395631889,1561196.6275288526,57,11,0.05790415603797124,15.999977986052736,9.99859042974533,1.0,5.900085249389417,URLLC,3,1,10,gNB_039,AMF_05,UPF_03,SST3-SD746,55354,4281797,11,HTTP_Flood_5G,1,application_layer,1.0,0.8070175438596492,1.5611966275288525
192.168.14.92,10.5.112.46,6,64281,443,1074.1805422499256,1768247513.2721856,0.000241300659974486,1074.1805422499256,110.02316034882259,3.1092261124237284e-05,4144.207480019886,4451627.038083958,53,10,0.0779437213290074,15.999977986052736,9.99859042974533,1.0,5.930957207584585,IndustrialIoT,7,12,100,gNB_027,AMF_01,UPF_01,SST7-SD480,12875,6616490,4,HTTP_Flood_5G,1,application_layer,1.0,0.8113207547169812,4.451627038083958
192.168.153.153,10.5.253.12,6,28011,443,1101.757696081278,1768237137.2722049,0.0007872199830921068,1101.757696081278,106.10387087631878,0.0001539928114188898,1270.2929568328773,1399555.0414684652,50,12,0.10850076915233053,15.999977986052736,9.99859042974533,1.0,5.894386727117469,URLLC,3,1,10,gNB_020,AMF_09,UPF_05,SST3-SD859,56260,1292587,14,HTTP_Flood_5G,1,application_layer,1.0,0.76,1.3995550414684652
192.168.207.146,10.5.107.42,6,3094,443,1187.3770283627887,1768239508.2722237,0.0003759277573832347,1187.3770283627887,55.96655382307792,3.8510935940810994e-05,2660.0855626113366,3158524.490524206,50,19,0.13657575160901017,15.999977986052736,9.99859042974533,1.0,5.786415594058803,IndustrialIoT,7,12,100,gNB_045,AMF_06,UPF_03,SST7-SD464,64329,2631889,11,HTTP_Flood_5G,1,application_layer,1.0,0.62,3.158524490524206
192.168.101.146,10.5.50.161,6,16388,8080,902.9394941129482,1768202631.272243,0.0008326112838125056,902.9394941129482,41.84023263450907,4.136099330502627e-05,1201.0406529935863,1084467.0396231138,36,15,0.09116100609454535,15.999977986052736,9.99859042974533,1.0,6.181492480186305,V2X,2,5,20,gNB_049,AMF_05,UPF_01,SST2-SD182,59747,4436840,6,HTTP_Flood_5G,1,application_layer,1.0,0.5833333333333333,1.0844670396231137
192.168.184.40,10.5.37.252,6,60915,443,1185.1449578352147,1768268939.2722619,0.0005676498537286553,1185.1449578352147,200.68319855568456,6.557007234182448e-05,1761.649357313169,2087809.8532933488,49,19,0.0900711958429973,15.999977986052736,9.99859042974533,1.0,5.789130172089988,IndustrialIoT,7,12,100,gNB_005,AMF_07,UPF_04,SST7-SD609,28876,1445521,10,HTTP_Flood_5G,1,application_layer,1.0,0.6122448979591837,2.087809853293349
192.168.133.37,10.5.7.9,6,45385,8080,1019.4623054543066,1768269911.2722802,0.0004724434711356171,1019.4623054543066,100.3024035452146,7.273918300501339e-05,2116.6553484087526,2157850.3413409754,57,15,0.05974951312294976,15.999977986052736,9.99859042974533,1.0,6.006385268595736,IndustrialIoT,7,12,100,gNB_025,AMF_09,UPF_01,SST7-SD367,45551,4173163,10,HTTP_Flood_5G,1,application_layer,1.0,0.736842105263158,2.1578503413409753
192.168.102.156,10.5.23.50,6,2577,80,1005.3042217939853,1768265125.2723007,0.0006690481969889639,1005.3042217939853,304.2699161544893,2.194567584228494e-05,1494.6606305800944,1502588.6420714292,59,14,0.1303690263010319,15.999977986052736,9.99859042974533,1.0,6.026561550376794,IndustrialIoT,7,12,100,gNB_038,AMF_03,UPF_03,SST7-SD892,59746,6443492,8,HTTP_Flood_5G,1,application_layer,1.0,0.7627118644067796,1.5025886420714292
192.168.209.146,10.5.156.133,6,14475,8080,805.8072919099562,1768248940.27232,0.0003028287012629549,805.8072919099562,146.53451382182453,8.996057920130589e-06,3302.19690481607,2660934.345223277,46,16,0.07160214373934048,15.999977986052736,9.99859042974533,1.0,6.345686935498954,V2X,2,5,20,gNB_031,AMF_04,UPF_01,SST2-SD257,3392,7177735,9,HTTP_Flood_5G,1,application_layer,1.0,0.6521739130434783,2.6609343452232768
192.168.96.66,10.5.11.186,6,23900,8080,972.3580342895242,1768280102.2723384,0.00042224499923433807,972.3580342895242,249.86868621243786,2.8693499719171643e-05,2368.293293735419,2302829.0117176347,52,14,0.0861189318620353,15.999977986052736,9.99859042974533,1.0,6.074634166412878,eMBB,6,10,300,gNB_030,AMF_05,UPF_05,SST6-SD569,62087,2302616,13,HTTP_Flood_5G,1,application_layer,1.0,0.7307692307692308,2.302829011717635
192.168.51.63,10.5.197.20,6,58606,80,877.4229074300771,1768267223.272358,0.0009604841401849414,877.4229074300771,117.77010011522384,0.00010039150259957717,1041.1416057400488,913521.4947548527,44,15,0.08478851377561138,15.999977986052736,9.99859042974533,1.0,6.222849424085035,eMBB,6,10,300,gNB_018,AMF_01,UPF_03,SST6-SD158,48735,2206226,9,HTTP_Flood_5G,1,application_layer,1.0,0.6590909090909092,0.9135214947548528
192.168.55.186,10.5.69.175,6,44634,443,849.2896125867345,1768227644.272378,0.000285840074482786,849.2896125867345,92.97139261701614,1.6496788732203487e-05,3498.459765690491,2971205.539053555,47,17,0.10404098916766485,15.999977986052736,9.99859042974533,1.0,6.269865191387079,eMBB,6,10,300,gNB_003,AMF_05,UPF_05,SST6-SD939,23450,6107323,12,HTTP_Flood_5G,1,application_layer,1.0,0.6382978723404256,2.971205539053555
192.168.162.84,10.5.127.180,6,26267,80,878.4793162442506,1768277436.2723968,0.0002475969790037704,878.4793162442506,46.561173072691524,4.7517811388061026e-06,4038.8214913751913,3548021.1421758626,49,15,0.10253662830230266,15.999977986052736,9.99859042974533,1.0,6.221113477833931,IndustrialIoT,7,12,100,gNB_007,AMF_01,UPF_05,SST7-SD391,44459,6458616,3,HTTP_Flood_5G,1,application_layer,1.0,0.6938775510204082,3.5480211421758625
192.168.79.170,10.5.228.16,6,60754,80,896.3909132055999,1768210652.272416,0.0003309099678319542,896.3909132055999,66.5431640432736,1.8861293788235454e-06,3021.9700136317115,2708866.460199269,49,18,0.1517165651132758,15.999977986052736,9.99859042974533,1.0,6.191993772083503,mMTC,9,15,1000,gNB_024,AMF_07,UPF_01,SST9-SD378,17625,2696651,15,HTTP_Flood_5G,1,application_layer,1.0,0.6326530612244898,2.708866460199269
192.168.254.207,10.5.220.29,6,7331,443,998.2809243516367,1768216946.2724345,0.00037553990343094224,998.2809243516367,132.09891968613593,2.3366158529791402e-05,2662.8328730554977,2658255.2619077666,45,15,0.09167463824774158,15.999977986052736,9.99859042974533,1.0,6.036675937491095,IndustrialIoT,7,12,100,gNB_013,AMF_03,UPF_01,SST7-SD441,9546,5290746,2,HTTP_Flood_5G,1,application_layer,1.0,0.6666666666666667,2.6582552619077666
192.168.207.192,10.5.175.238,6,62065,8080,859.9719688612039,1768220202.2724524,0.0005652367389918271,859.9719688612039,51.625494322739485,8.838514807397412e-05,1769.170209607446,1521436.788406704,54,16,0.09581504976694809,15.999977986052736,9.99859042974533,1.0,6.251832160933055,IndustrialIoT,7,12,100,gNB_015,AMF_03,UPF_03,SST7-SD868,46099,1633910,10,HTTP_Flood_5G,1,application_layer,1.0,0.7037037037037037,1.5214367884067042
192.168.152.133,10.5.45.235,6,4978,80,1105.83594141599,1768285946.2724755,0.00041811651613342886,1105.83594141599,23.225991114023685,3.804722451943315e-05,2391.6778252330055,2644803.299430288,39,16,0.10869051417619478,15.999977986052736,9.99859042974533,1.0,5.88905633395705,V2X,2,5,20,gNB_005,AMF_03,UPF_01,SST2-SD497,53596,7927827,12,HTTP_Flood_5G,1,application_layer,1.0,0.5897435897435898,2.6448032994302877
192.168.214.117,10.5.195.87,6,42026,443,1167.6131828895905,1768250762.272494,0.0002175969641722629,1167.6131828895905,67.2227045431376,2.6557573911757574e-06,4595.652351143739,5365944.269172971,34,16,0.11140273506882188,15.999977986052736,9.99859042974533,1.0,5.810631296655654,eMBB,6,10,300,gNB_005,AMF_03,UPF_02,SST6-SD324,64037,1384720,2,HTTP_Flood_5G,1,application_layer,1.0,0.5294117647058824,5.365944269172971
192.168.157.26,10.5.150.62,6,19475,443,1087.433391526724,1768242715.2725127,0.00023397212398162983,1087.433391526724,96.10566781390261,3.663318215674056e-07,4274.013429388342,4647704.91895053,49,19,0.10217990020098082,15.999977986052736,9.99859042974533,1.0,5.913266667010514,V2X,2,5,20,gNB_016,AMF_03,UPF_02,SST2-SD661,47644,4223894,7,HTTP_Flood_5G,1,application_layer,1.0,0.6122448979591837,4.64770491895053
192.168.28.81,10.5.102.132,6,52056,8080,954.5079176744352,1768277333.2725315,0.000459490949453033,954.5079176744352,256.1325599901993,8.299180795329688e-05,2176.321429595895,2077316.035953828,62,21,0.09510775624854019,15.999977986052736,9.99859042974533,1.0,6.101364631396555,URLLC,3,1,10,gNB_012,AMF_09,UPF_01,SST3-SD867,31895,5426484,11,HTTP_Flood_5G,1,application_layer,1.0,0.6612903225806452,2.077316035953828
192.168.35.112,10.5.118.102,6,22739,443,919.0701956697771,1768222414.2725518,0.00039753685180968804,919.0701956697771,94.79575331836104,6.219370466100058e-05,2515.490061984814,2311911.943473763,41,11,0.06504864839663964,15.999977986052736,9.99859042974533,1.0,6.15594674207904,eMBB,6,10,300,gNB_022,AMF_10,UPF_03,SST6-SD107,40289,5535332,3,HTTP_Flood_5G,1,application_layer,1.0,0.7317073170731707,2.311911943473763
192.168.239.74,10.5.62.245,6,55594,443,979.578661441998,1768209046.272587,0.00021625977773717474,979.578661441998,43.12536221670146,4.8625035850558554e-05,4624.0683795362165,4529638.713642356,48,19,0.11619975303198116,15.999977986052736,9.99859042974533,1.0,6.063960448843156,V2X,2,5,20,gNB_012,AMF_02,UPF_01,SST2-SD816,32895,9228573,3,HTTP_Flood_5G,1,application_layer,1.0,0.6041666666666667,4.529638713642356
192.168.43.96,10.5.173.87,6,37187,443,986.2720675372399,1768214376.2726073,0.00022774736167976525,986.2720675372399,117.3876226041247,8.300387671414009e-06,4390.830227952745,4330553.207127964,55,15,0.1159508336540913,15.999977986052736,9.99859042974533,1.0,6.054136120928473,IndustrialIoT,7,12,100,gNB_006,AMF_06,UPF_04,SST7-SD990,37524,9538507,12,HTTP_Flood_5G,1,application_layer,1.0,0.7272727272727273,4.330553207127964
192.168.162.36,10.5.70.25,6,14016,80,1106.1230200970813,1768265866.272626,0.00044248420642464635,1106.1230200970813,98.35493854932048,1.4420701267714556e-05,2259.9676677280386,2499802.261949095,52,13,0.10277985563274736,15.999977986052736,9.99859042974533,1.0,5.888681854141567,IndustrialIoT,7,12,100,gNB_023,AMF_06,UPF_02,SST7-SD737,27799,5294723,4,HTTP_Flood_5G,1,application_layer,1.0,0.75,2.499802261949095
192.168.87.146,10.5.30.170,6,2498,80,943.1164852559119,1768223686.2726452,0.00043719584433043324,943.1164852559119,124.13011069091537,3.023433473284601e-05,2287.3044494087153,2157194.5330365566,58,14,0.16300184797709044,15.999977986052736,9.99859042974533,1.0,6.118685825671982,IndustrialIoT,7,12,100,gNB_020,AMF_03,UPF_03,SST7-SD895,34374,9045436,15,HTTP_Flood_5G,1,application_layer,1.0,0.7586206896551724,2.1571945330365567
192.168.124.185,10.5.134.38,6,21495,8080,928.5931611386986,1768206731.272664,0.00026821607768496794,928.5931611386986,124.31654043792415,1.7871839683563087e-05,3728.3372743021982,3462108.4953355175,45,12,0.11784639387100813,15.999977986052736,9.99859042974533,1.0,6.141075140430099,IndustrialIoT,7,12,100,gNB_005,AMF_08,UPF_02,SST7-SD493,20602,2784556,11,HTTP_Flood_5G,1,application_layer,1.0,0.7333333333333334,3.4621084953355172
192.168.194.36,10.5.190.59,6,15355,80,887.4853469932622,1768210376.2726858,0.0002944185033733068,887.4853469932622,154.98971374946703,5.0934243438327004e-06,3396.525654951971,3014366.7494565668,50,16,0.13386503045417333,15.999977986052736,9.99859042974533,1.0,6.206398496485634,mMTC,9,15,1000,gNB_032,AMF_09,UPF_01,SST9-SD350,6993,5882334,6,HTTP_Flood_5G,1,application_layer,1.0,0.6799999999999999,3.014366749456567
192.168.107.17,10.5.144.109,6,55604,443,1028.1731682008108,1768242070.2727046,0.0003958498491114634,1028.1731682008108,48.87576240769326,8.600535001984702e-06,2526.2103856920253,2597381.7357987617,49,15,0.09980560556761045,15.999977986052736,9.99859042974533,1.0,5.994110433099249,URLLC,3,1,10,gNB_018,AMF_02,UPF_02,SST3-SD116,997,2938907,2,HTTP_Flood_5G,1,application_layer,1.0,0.6938775510204082,2.597381735798762
192.168.14.247,10.5.190.86,6,10074,8080,1113.9393486221777,1768283332.272725,0.00022876586372703493,1113.9393486221777,79.04394313660632,2.2904180331332606e-05,4371.28155271106,4869342.5254711,57,15,0.08720610712325193,15.999977986052736,9.99859042974533,1.0,5.878523017926428,URLLC,3,1,10,gNB_006,AMF_05,UPF_02,SST3-SD576,42087,9021674,9,HTTP_Flood_5G,1,application_layer,1.0,0.736842105263158,4.8693425254711
192.168.156.145,10.5.238.103,6,62302,8080,986.4849507370619,1768284090.2727435,0.0003347283495312757,986.4849507370619,84.87656810075983,8.907915665667472e-06,2987.4971791314138,2947121.0075825644,45,16,0.08710928592472145,15.999977986052736,9.99859042974533,1.0,6.053824754110341,URLLC,3,1,10,gNB_031,AMF_08,UPF_01,SST3-SD776,8316,8170946,1,HTTP_Flood_5G,1,application_layer,1.0,0.6444444444444444,2.9471210075825645
192.168.206.172,10.5.223.166,6,6126,80,1091.9835075839494,1768242510.2727623,0.00020403976040515745,1091.9835075839494,296.5434918618459,7.662242534543234e-06,4901.005558986744,5351817.240990779,56,17,0.11440345673250951,15.999977986052736,9.99859042974533,1.0,5.907242634241424,V2X,2,5,20,gNB_040,AMF_10,UPF_05,SST2-SD560,45603,4084181,6,HTTP_Flood_5G,1,application_layer,1.0,0.6964285714285714,5.351817240990779
192.168.194.116,10.5.85.180,6,47328,443,1152.0448929991812,1768261057.2727807,0.00023163105362006996,1152.0448929991812,109.79869189150624,9.410895792947086e-06,4317.210427407708,4973620.224897862,60,15,0.08670915570753941,15.999977986052736,9.99859042974533,1.0,5.829996764432168,URLLC,3,1,10,gNB_023,AMF_01,UPF_04,SST3-SD807,28473,5864670,10,HTTP_Flood_5G,1,application_layer,1.0,0.75,4.9736202248978625
192.168.57.234,10.5.54.158,6,33733,443,871.7806083361181,1768239490.2728002,0.0005118531345206274,871.7806083361181,117.79448505815884,5.452120413065222e-05,1953.6854080937558,1703185.0535653715,44,9,0.0733130394190731,15.999977986052736,9.99859042974533,1.0,6.23215668316704,URLLC,3,1,10,gNB_014,AMF_10,UPF_04,SST3-SD618,1723,1672087,8,HTTP_Flood_5G,1,application_layer,1.0,0.7954545454545454,1.7031850535653716
192.168.73.227,10.5.247.209,6,49010,443,843.6187205892334,1768203515.2728188,0.00048415275721228464,843.6187205892334,129.13138983890425,0.00011264170973421581,2065.4638130286094,1742463.9393705549,36,13,0.09770914180417375,15.999977986052736,9.99859042974533,1.0,6.279530686208544,eMBB,6,10,300,gNB_043,AMF_06,UPF_02,SST6-SD231,2981,2596357,2,HTTP_Flood_5G,1,application_layer,1.0,0.6388888888888888,1.7424639393705548
192.168.70.54,10.5.43.207,6,16247,80,1196.8213162437678,1768242355.2728379,0.00023592038554139306,1196.8213162437678,40.68476991426916,8.226264103451035e-05,4238.7180645927965,5072988.133252187,32,7,0.09517015524912943,15.999977986052736,9.99859042974533,1.0,5.774985925392946,URLLC,3,1,10,gNB_009,AMF_06,UPF_05,SST3-SD842,14641,4950524,11,HTTP_Flood_5G,1,application_layer,1.0,0.78125,5.072988133252187
192.168.157.234,10.5.211.150,6,3623,443,1171.5795527278954,1768266213.272858,0.00026355871718505353,1171.5795527278954,5.744424104059975,6.354848313253748e-06,3794.2209261015105,4445231.655552829,60,15,0.09856453802151015,15.999977986052736,9.99859042974533,1.0,5.805738781820961,eMBB,6,10,300,gNB_027,AMF_02,UPF_04,SST6-SD515,48409,8913298,5,HTTP_Flood_5G,1,application_layer,1.0,0.75,4.445231655552829
192.168.34.203,10.5.56.31,6,33404,8080,1160.6353986756849,1768250945.272876,0.00026080626219704363,1160.6353986756849,114.55571150373139,1.701136227062022e-05,3834.2637618282442,4450182.249837255,53,16,0.13389425648076023,15.999977986052736,9.99859042974533,1.0,5.819278865392032,eMBB,6,10,300,gNB_008,AMF_10,UPF_05,SST6-SD926,47028,6544905,15,HTTP_Flood_5G,1,application_layer,1.0,0.6981132075471699,4.450182249837255
192.168.60.83,10.5.188.240,6,27281,80,990.6496945282493,1768270043.2728949,0.0006645200998120889,990.6496945282493,79.3722961736947,0.00016307197360967507,1504.8453768106897,1490774.6128497578,65,10,0.09657735121353785,15.999977986052736,9.99859042974533,1.0,6.047746802752465,V2X,2,5,20,gNB_009,AMF_04,UPF_05,SST2-SD161,59868,4309374,8,HTTP_Flood_5G,1,application_layer,1.0,0.8461538461538461,1.4907746128497579
192.168.154.87,10.5.146.183,6,49570,8080,1046.7525439069796,1768251764.2729137,0.00024162599082770382,1046.7525439069796,79.2632847632975,3.310597306197876e-05,4138.627622692584,4332118.992337157,37,18,0.11620473771769009,15.999977986052736,9.99859042974533,1.0,5.968273277148093,URLLC,3,1,10,gNB_026,AMF_05,UPF_02,SST3-SD315,26425,3982106,12,HTTP_Flood_5G,1,application_layer,1.0,0.5135135135135135,4.332118992337157
192.168.13.133,10.5.11.92,6,46487,443,976.2609272287049,1768287129.2729323,0.00036006223928668885,976.2609272287049,55.800268866852555,2.933532295510158e-06,2777.297619381242,2711367.149087206,48,12,0.10713157077802891,15.999977986052736,9.99859042974533,1.0,6.068855004935879,URLLC,3,1,10,gNB_029,AMF_02,UPF_03,SST3-SD572,42399,9336013,6,HTTP_Flood_5G,1,application_layer,1.0,0.75,2.7113671490872058
192.168.25.16,10.5.79.188,6,55110,443,825.3787844902499,1768266316.2729511,0.0003698991660923074,825.3787844902499,10.042164618717674,3.926227176974468e-06,2703.439455039086,2231361.5713431444,65,8,0.13466160683834755,15.999977986052736,9.99859042974533,1.0,6.311065440443447,eMBB,6,10,300,gNB_005,AMF_08,UPF_05,SST6-SD364,41428,6147399,5,HTTP_Flood_5G,1,application_layer,1.0,0.8769230769230769,2.2313615713431445
192.168.104.104,10.5.199.110,6,19806,443,1024.2406443365217,1768209275.2729697,0.00029111417045318225,1024.2406443365217,47.19016622064315,2.9013294120674573e-06,3435.0784039240807,3518346.917781671,46,15,0.10069740251380159,15.999977986052736,9.99859042974533,1.0,5.999638986440093,IndustrialIoT,7,12,100,gNB_039,AMF_05,UPF_02,SST7-SD382,20110,4876526,8,HTTP_Flood_5G,1,application_layer,1.0,0.6739130434782609,3.518346917781671
192.168.208.18,10.5.86.190,6,48003,443,886.1777838659439,1768266635.272989,0.0003867455095902604,886.1777838659439,19.74142839720385,9.327986598505342e-06,2585.679665833626,2291371.876055677,48,19,0.07259455617803692,15.999977986052736,9.99859042974533,1.0,6.2085256368071,IndustrialIoT,7,12,100,gNB_049,AMF_07,UPF_04,SST7-SD219,7834,9791689,2,HTTP_Flood_5G,1,application_layer,1.0,0.6041666666666667,2.291371876055677
192.168.149.96,10.5.64.119,6,46349,80,864.0335309094132,1768233248.2730074,0.000371739396264343,864.0335309094132,117.90342922614292,4.370153736746526e-05,2690.056555880621,2324299.064323548,57,17,0.09988221196846614,15.999977986052736,9.99859042974533,1.0,6.2450344955350285,URLLC,3,1,10,gNB_019,AMF_08,UPF_04,SST3-SD395,38544,8006519,8,HTTP_Flood_5G,1,application_layer,1.0,0.7017543859649122,2.324299064323548
192.168.167.219,10.5.145.31,6,52872,443,806.3197796815956,1768230438.2730274,0.00039921037121741097,806.3197796815956,179.99625330828238,1.2193409762198444e-05,2504.9449415616446,2019786.6533945126,54,14,0.11268170803470047,15.999977986052736,9.99859042974533,1.0,6.344769683249308,eMBB,6,10,300,gNB_041,AMF_09,UPF_05,SST6-SD207,20818,7969162,8,HTTP_Flood_5G,1,application_layer,1.0,0.7407407407407407,2.0197866533945126
192.168.15.186,10.5.235.154,6,32231,443,1122.2114779728572,1768210438.273046,0.00024555668020530426,1122.2114779728572,55.28775142472463,1.638813696100361e-05,4072.379538458995,4570071.06072049,63,15,0.09824205115466815,15.999977986052736,9.99859042974533,1.0,5.86784912751757,mMTC,9,15,1000,gNB_041,AMF_06,UPF_03,SST9-SD777,28717,8663365,11,HTTP_Flood_5G,1,application_layer,1.0,0.7619047619047619,4.57007106072049
192.168.248.51,10.5.53.199,6,7861,80,1150.37673299976,1768236804.2730644,0.0002687842853258412,1150.37673299976,36.39430063931003,2.1743266596818465e-05,3720.455601739225,4279925.560399426,46,14,0.1269404234785544,15.999977986052736,9.99859042974533,1.0,5.832087299504033,eMBB,6,10,300,gNB_020,AMF_06,UPF_03,SST6-SD315,1757,1330646,2,HTTP_Flood_5G,1,application_layer,1.0,0.6956521739130435,4.279925560399426
192.168.182.98,10.5.229.177,6,17954,80,1123.3363908288584,1768219108.273083,0.00023269940735891296,1123.3363908288584,160.0499911663314,5.8663853459149954e-05,4297.389543659693,4827414.059960354,45,17,0.14848388778232124,15.999977986052736,9.99859042974533,1.0,5.866403683973845,V2X,2,5,20,gNB_012,AMF_06,UPF_05,SST2-SD279,7107,4077582,10,HTTP_Flood_5G,1,application_layer,1.0,0.6222222222222222,4.827414059960354
192.168.240.74,10.5.181.111,6,11248,8080,1006.1735654770661,1768244476.2731147,0.0003252841023988169,1006.1735654770661,74.22606052769467,5.8806515556418784e-05,3074.2356992717177,3093214.6946531055,45,15,0.07956861701292041,15.999977986052736,9.99859042974533,1.0,6.025314509115453,mMTC,9,15,1000,gNB_024,AMF_06,UPF_02,SST9-SD434,55789,2754990,8,HTTP_Flood_5G,1,application_layer,1.0,0.6666666666666667,3.0932146946531054
192.168.69.201,10.5.78.7,6,9359,80,974.2226150740589,1768226665.2731397,0.00023070322740149717,974.2226150740589,57.960150981941396,8.654230183501837e-06,4334.573084492144,4222839.125603566,44,17,0.06460059708296166,15.999977986052736,9.99859042974533,1.0,6.071870322772713,V2X,2,5,20,gNB_020,AMF_03,UPF_03,SST2-SD321,28690,6164098,3,HTTP_Flood_5G,1,application_layer,1.0,0.6136363636363636,4.222839125603566
192.168.234.42,10.5.192.88,6,47821,80,1092.5429263272317,1768222936.273159,0.0005213582266823712,1092.5429263272317,76.71612905557087,4.527970166489597e-06,1918.066981245188,2095570.5125812571,49,18,0.10042102446453728,15.999977986052736,9.99859042974533,1.0,5.906503736646204,mMTC,9,15,1000,gNB_005,AMF_01,UPF_04,SST9-SD399,59279,7808486,1,HTTP_Flood_5G,1,application_layer,1.0,0.6326530612244898,2.095570512581257
